adm1_code,adm1_name,adm2_code,adm2_name,dimension,category,indicator_key,indicator,value,authority,dataset,method
TZ13,Singida,TZ1306,Mkalama,Hazard & Exposure,Human hazards,hazard:conflictIntensity,Conflict Intensity,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ13,Singida,TZ1306,Mkalama,Hazard & Exposure,Human hazards,hazard:conflictRisk,Conflict Risk,0.7,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ13,Singida,TZ1306,Mkalama,Hazard & Exposure,Human hazards,hazard:internalViolence,Internal Violence,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ13,Singida,TZ1306,Mkalama,Vulnerability,Socio-economic,vulnerability:developmentPoverty,Development Poverty,7,NBS,Household Budget Survey 2017/18,poverty headcount
TZ13,Singida,TZ1306,Mkalama,Vulnerability,Socio-economic,vulnerability:economicDependency,Economic Dependency,4.1,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ13,Singida,TZ1306,Mkalama,Vulnerability,Socio-economic,vulnerability:habitat,Habitat,4.6,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ13,Singida,TZ1306,Mkalama,Vulnerability,Socio-economic,vulnerability:livelihoods,Livelihoods,3.6,MUCHALI / IPC (MoA),IPC acute food-insecurity rounds,food-insecurity phase
TZ13,Singida,TZ1306,Mkalama,Vulnerability,Vulnerable groups,vulnerability:displacedPeople,Displaced People,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ13,Singida,TZ1306,Mkalama,Vulnerability,Vulnerable groups,vulnerability:healthConditions,Health Conditions,1.666666667,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ13,Singida,TZ1306,Mkalama,Vulnerability,Vulnerable groups,vulnerability:childrenHealthNutrition,Children Health Nutrition,2.575,MoH,TDHS 2022,under-5 stunting
TZ13,Singida,TZ1306,Mkalama,Lack of Coping Capacity,Infrastructure,coping:accessHealth,Access Health,6.4,MoH,2022 PHC health facilities,resource availability
TZ13,Singida,TZ1306,Mkalama,Lack of Coping Capacity,Infrastructure,coping:economicCapacity,Economic Capacity,9.3,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ13,Singida,TZ1306,Mkalama,Lack of Coping Capacity,Infrastructure,coping:wash,Wash,5.5,MoW,2022 PHC water points & boreholes,"resource availability, rank 2-8"
TZ13,Singida,TZ1306,Mkalama,Lack of Coping Capacity,Infrastructure,coping:communication,Communication,7.75,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ13,Singida,TZ1306,Mkalama,Lack of Coping Capacity,Infrastructure,coping:education,Education,5.6,NBS / MoH,2022 PHC schools,resource availability
TZ13,Singida,TZ1306,Mkalama,Lack of Coping Capacity,Institutional,coping:drrImplementation,Drr Implementation,3.8,PMO-DMD / DRR Coordinator,EPRP / EOCC / Anticipatory-Action records,DRM investment overlay
TZ13,Singida,TZ1306,Mkalama,Lack of Coping Capacity,Institutional,coping:governance,Governance,3.55,PMO-DMD,INFORM SADC governance,baseline
TZ14,Tabora,TZ1401,Nzega,Hazard & Exposure,Exposure,hazard:exposure,Population Exposure,3.81,NBS,2022 PHC population,"population density, log min-max"
TZ14,Tabora,TZ1401,Nzega,Hazard & Exposure,Natural hazards,hazard:coastalHazards,Coastal Hazards,0,TMA / PMO-DMD,coastal strip,documented overlay
TZ14,Tabora,TZ1401,Nzega,Hazard & Exposure,Natural hazards,hazard:drought,Drought,6.5,TMA / MoA,CHIRPS v3 1991-2024 + ERA5 t2m,"aridity+variability+SPEI+growing-season, min-max"
TZ14,Tabora,TZ1401,Nzega,Hazard & Exposure,Natural hazards,hazard:earthquake,Earthquake,8.4,INFORM SADC,INFORM seismic,baseline
TZ14,Tabora,TZ1401,Nzega,Hazard & Exposure,Natural hazards,hazard:environmentalDegradation,Environmental Degradation,3.55,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1401,Nzega,Hazard & Exposure,Natural hazards,hazard:flood,Flood,4.9,PMO-DMD / TMA / MoW,CHIRPS v3 daily + recorded floods,"max(hazard, sqrt(hazard×exposure))"
TZ14,Tabora,TZ1401,Nzega,Hazard & Exposure,Natural hazards,hazard:landslide,Landslide,0,TMA / PMO-DMD,documented rainfall-triggered events,documented overlay
TZ14,Tabora,TZ1401,Nzega,Hazard & Exposure,Natural hazards,hazard:stormsCyclone,Storms Cyclone,0,TMA / PMO-DMD,Cyclone Hidaya 2024 + Lindi 1952 + Zanzibar 1872,documented cyclone/storm exposure overlay
TZ14,Tabora,TZ1401,Nzega,Hazard & Exposure,Natural hazards,hazard:volcano,Volcano,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1401,Nzega,Hazard & Exposure,Natural hazards,hazard:wildfire,Wildfire,7.15,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1401,Nzega,Hazard & Exposure,Human hazards,hazard:conflictIntensity,Conflict Intensity,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1401,Nzega,Hazard & Exposure,Human hazards,hazard:conflictRisk,Conflict Risk,0.7,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1401,Nzega,Hazard & Exposure,Human hazards,hazard:internalViolence,Internal Violence,4.9,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1401,Nzega,Vulnerability,Socio-economic,vulnerability:developmentPoverty,Development Poverty,8.275,NBS,Household Budget Survey 2017/18,poverty headcount
TZ14,Tabora,TZ1401,Nzega,Vulnerability,Socio-economic,vulnerability:economicDependency,Economic Dependency,4.466666667,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1401,Nzega,Vulnerability,Socio-economic,vulnerability:habitat,Habitat,4.65,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1401,Nzega,Vulnerability,Socio-economic,vulnerability:livelihoods,Livelihoods,3.8,MUCHALI / IPC (MoA),IPC acute food-insecurity rounds,food-insecurity phase
TZ14,Tabora,TZ1401,Nzega,Vulnerability,Vulnerable groups,vulnerability:displacedPeople,Displaced People,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1401,Nzega,Vulnerability,Vulnerable groups,vulnerability:healthConditions,Health Conditions,4.766666667,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1401,Nzega,Vulnerability,Vulnerable groups,vulnerability:childrenHealthNutrition,Children Health Nutrition,4.025,MoH,TDHS 2022,under-5 stunting
TZ14,Tabora,TZ1401,Nzega,Lack of Coping Capacity,Infrastructure,coping:accessHealth,Access Health,9.68,MoH,2022 PHC health facilities,resource availability
TZ14,Tabora,TZ1401,Nzega,Lack of Coping Capacity,Infrastructure,coping:economicCapacity,Economic Capacity,9.133333333,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1401,Nzega,Lack of Coping Capacity,Infrastructure,coping:wash,Wash,2.6,MoW,2022 PHC water points & boreholes,"resource availability, rank 2-8"
TZ14,Tabora,TZ1401,Nzega,Lack of Coping Capacity,Infrastructure,coping:communication,Communication,7.35,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1401,Nzega,Lack of Coping Capacity,Infrastructure,coping:education,Education,6.95,NBS / MoH,2022 PHC schools,resource availability
TZ14,Tabora,TZ1401,Nzega,Lack of Coping Capacity,Institutional,coping:drrImplementation,Drr Implementation,6.5,PMO-DMD / DRR Coordinator,EPRP / EOCC / Anticipatory-Action records,DRM investment overlay
TZ14,Tabora,TZ1401,Nzega,Lack of Coping Capacity,Institutional,coping:governance,Governance,3.1,PMO-DMD,INFORM SADC governance,baseline
TZ14,Tabora,TZ1402,Igunga,Hazard & Exposure,Exposure,hazard:exposure,Population Exposure,3.64,NBS,2022 PHC population,"population density, log min-max"
TZ14,Tabora,TZ1402,Igunga,Hazard & Exposure,Natural hazards,hazard:coastalHazards,Coastal Hazards,0,TMA / PMO-DMD,coastal strip,documented overlay
TZ14,Tabora,TZ1402,Igunga,Hazard & Exposure,Natural hazards,hazard:drought,Drought,6.5,TMA / MoA,CHIRPS v3 1991-2024 + ERA5 t2m,"aridity+variability+SPEI+growing-season, min-max"
TZ14,Tabora,TZ1402,Igunga,Hazard & Exposure,Natural hazards,hazard:earthquake,Earthquake,10,INFORM SADC,INFORM seismic,baseline
TZ14,Tabora,TZ1402,Igunga,Hazard & Exposure,Natural hazards,hazard:environmentalDegradation,Environmental Degradation,2.45,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1402,Igunga,Hazard & Exposure,Natural hazards,hazard:flood,Flood,6.6,PMO-DMD / TMA / MoW,CHIRPS v3 daily + recorded floods,"max(hazard, sqrt(hazard×exposure))"
TZ14,Tabora,TZ1402,Igunga,Hazard & Exposure,Natural hazards,hazard:landslide,Landslide,0,TMA / PMO-DMD,documented rainfall-triggered events,documented overlay
TZ14,Tabora,TZ1402,Igunga,Hazard & Exposure,Natural hazards,hazard:stormsCyclone,Storms Cyclone,0,TMA / PMO-DMD,Cyclone Hidaya 2024 + Lindi 1952 + Zanzibar 1872,documented cyclone/storm exposure overlay
TZ14,Tabora,TZ1402,Igunga,Hazard & Exposure,Natural hazards,hazard:volcano,Volcano,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1402,Igunga,Hazard & Exposure,Natural hazards,hazard:wildfire,Wildfire,7.15,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1402,Igunga,Hazard & Exposure,Human hazards,hazard:conflictIntensity,Conflict Intensity,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1402,Igunga,Hazard & Exposure,Human hazards,hazard:conflictRisk,Conflict Risk,0.7,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1402,Igunga,Hazard & Exposure,Human hazards,hazard:internalViolence,Internal Violence,4.9,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1402,Igunga,Vulnerability,Socio-economic,vulnerability:developmentPoverty,Development Poverty,8.275,NBS,Household Budget Survey 2017/18,poverty headcount
TZ14,Tabora,TZ1402,Igunga,Vulnerability,Socio-economic,vulnerability:economicDependency,Economic Dependency,4.466666667,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1402,Igunga,Vulnerability,Socio-economic,vulnerability:habitat,Habitat,4.65,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1402,Igunga,Vulnerability,Socio-economic,vulnerability:livelihoods,Livelihoods,3.8,MUCHALI / IPC (MoA),IPC acute food-insecurity rounds,food-insecurity phase
TZ14,Tabora,TZ1402,Igunga,Vulnerability,Vulnerable groups,vulnerability:displacedPeople,Displaced People,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1402,Igunga,Vulnerability,Vulnerable groups,vulnerability:healthConditions,Health Conditions,4.766666667,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1402,Igunga,Vulnerability,Vulnerable groups,vulnerability:childrenHealthNutrition,Children Health Nutrition,4.025,MoH,TDHS 2022,under-5 stunting
TZ14,Tabora,TZ1402,Igunga,Lack of Coping Capacity,Infrastructure,coping:accessHealth,Access Health,9.68,MoH,2022 PHC health facilities,resource availability
TZ14,Tabora,TZ1402,Igunga,Lack of Coping Capacity,Infrastructure,coping:economicCapacity,Economic Capacity,9.133333333,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1402,Igunga,Lack of Coping Capacity,Infrastructure,coping:wash,Wash,3.6,MoW,2022 PHC water points & boreholes,"resource availability, rank 2-8"
TZ14,Tabora,TZ1402,Igunga,Lack of Coping Capacity,Infrastructure,coping:communication,Communication,7.35,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1402,Igunga,Lack of Coping Capacity,Infrastructure,coping:education,Education,6.95,NBS / MoH,2022 PHC schools,resource availability
TZ14,Tabora,TZ1402,Igunga,Lack of Coping Capacity,Institutional,coping:drrImplementation,Drr Implementation,6.5,PMO-DMD / DRR Coordinator,EPRP / EOCC / Anticipatory-Action records,DRM investment overlay
TZ14,Tabora,TZ1402,Igunga,Lack of Coping Capacity,Institutional,coping:governance,Governance,3.1,PMO-DMD,INFORM SADC governance,baseline
TZ14,Tabora,TZ1403,Uyui,Hazard & Exposure,Exposure,hazard:exposure,Population Exposure,3.08,NBS,2022 PHC population,"population density, log min-max"
TZ14,Tabora,TZ1403,Uyui,Hazard & Exposure,Natural hazards,hazard:coastalHazards,Coastal Hazards,0,TMA / PMO-DMD,coastal strip,documented overlay
TZ14,Tabora,TZ1403,Uyui,Hazard & Exposure,Natural hazards,hazard:drought,Drought,5.2,TMA / MoA,CHIRPS v3 1991-2024 + ERA5 t2m,"aridity+variability+SPEI+growing-season, min-max"
TZ14,Tabora,TZ1403,Uyui,Hazard & Exposure,Natural hazards,hazard:earthquake,Earthquake,3.4,INFORM SADC,INFORM seismic,baseline
TZ14,Tabora,TZ1403,Uyui,Hazard & Exposure,Natural hazards,hazard:environmentalDegradation,Environmental Degradation,4.2,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1403,Uyui,Hazard & Exposure,Natural hazards,hazard:flood,Flood,6.2,PMO-DMD / TMA / MoW,CHIRPS v3 daily + recorded floods,"max(hazard, sqrt(hazard×exposure))"
TZ14,Tabora,TZ1403,Uyui,Hazard & Exposure,Natural hazards,hazard:landslide,Landslide,0,TMA / PMO-DMD,documented rainfall-triggered events,documented overlay
TZ14,Tabora,TZ1403,Uyui,Hazard & Exposure,Natural hazards,hazard:stormsCyclone,Storms Cyclone,0,TMA / PMO-DMD,Cyclone Hidaya 2024 + Lindi 1952 + Zanzibar 1872,documented cyclone/storm exposure overlay
TZ14,Tabora,TZ1403,Uyui,Hazard & Exposure,Natural hazards,hazard:volcano,Volcano,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1403,Uyui,Hazard & Exposure,Natural hazards,hazard:wildfire,Wildfire,7.15,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1403,Uyui,Hazard & Exposure,Human hazards,hazard:conflictIntensity,Conflict Intensity,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1403,Uyui,Hazard & Exposure,Human hazards,hazard:conflictRisk,Conflict Risk,0.7,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1403,Uyui,Hazard & Exposure,Human hazards,hazard:internalViolence,Internal Violence,4.9,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1403,Uyui,Vulnerability,Socio-economic,vulnerability:developmentPoverty,Development Poverty,8.275,NBS,Household Budget Survey 2017/18,poverty headcount
TZ14,Tabora,TZ1403,Uyui,Vulnerability,Socio-economic,vulnerability:economicDependency,Economic Dependency,4.466666667,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1403,Uyui,Vulnerability,Socio-economic,vulnerability:habitat,Habitat,4.65,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1403,Uyui,Vulnerability,Socio-economic,vulnerability:livelihoods,Livelihoods,3.8,MUCHALI / IPC (MoA),IPC acute food-insecurity rounds,food-insecurity phase
TZ14,Tabora,TZ1403,Uyui,Vulnerability,Vulnerable groups,vulnerability:displacedPeople,Displaced People,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1403,Uyui,Vulnerability,Vulnerable groups,vulnerability:healthConditions,Health Conditions,4.766666667,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1403,Uyui,Vulnerability,Vulnerable groups,vulnerability:childrenHealthNutrition,Children Health Nutrition,4.025,MoH,TDHS 2022,under-5 stunting
TZ14,Tabora,TZ1403,Uyui,Lack of Coping Capacity,Infrastructure,coping:accessHealth,Access Health,9.68,MoH,2022 PHC health facilities,resource availability
TZ14,Tabora,TZ1403,Uyui,Lack of Coping Capacity,Infrastructure,coping:economicCapacity,Economic Capacity,9.133333333,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1403,Uyui,Lack of Coping Capacity,Infrastructure,coping:wash,Wash,3.8,MoW,2022 PHC water points & boreholes,"resource availability, rank 2-8"
TZ14,Tabora,TZ1403,Uyui,Lack of Coping Capacity,Infrastructure,coping:communication,Communication,7.35,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1403,Uyui,Lack of Coping Capacity,Infrastructure,coping:education,Education,6.95,NBS / MoH,2022 PHC schools,resource availability
TZ14,Tabora,TZ1403,Uyui,Lack of Coping Capacity,Institutional,coping:drrImplementation,Drr Implementation,6.5,PMO-DMD / DRR Coordinator,EPRP / EOCC / Anticipatory-Action records,DRM investment overlay
TZ14,Tabora,TZ1403,Uyui,Lack of Coping Capacity,Institutional,coping:governance,Governance,3.1,PMO-DMD,INFORM SADC governance,baseline
TZ14,Tabora,TZ1404,Urambo,Hazard & Exposure,Exposure,hazard:exposure,Population Exposure,3.05,NBS,2022 PHC population,"population density, log min-max"
TZ14,Tabora,TZ1404,Urambo,Hazard & Exposure,Natural hazards,hazard:coastalHazards,Coastal Hazards,0,TMA / PMO-DMD,coastal strip,documented overlay
TZ14,Tabora,TZ1404,Urambo,Hazard & Exposure,Natural hazards,hazard:drought,Drought,4.3,TMA / MoA,CHIRPS v3 1991-2024 + ERA5 t2m,"aridity+variability+SPEI+growing-season, min-max"
TZ14,Tabora,TZ1404,Urambo,Hazard & Exposure,Natural hazards,hazard:earthquake,Earthquake,0,INFORM SADC,INFORM seismic,baseline
TZ14,Tabora,TZ1404,Urambo,Hazard & Exposure,Natural hazards,hazard:environmentalDegradation,Environmental Degradation,3.9,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1404,Urambo,Hazard & Exposure,Natural hazards,hazard:flood,Flood,2.9,PMO-DMD / TMA / MoW,CHIRPS v3 daily + recorded floods,"max(hazard, sqrt(hazard×exposure))"
TZ14,Tabora,TZ1404,Urambo,Hazard & Exposure,Natural hazards,hazard:landslide,Landslide,0,TMA / PMO-DMD,documented rainfall-triggered events,documented overlay
TZ14,Tabora,TZ1404,Urambo,Hazard & Exposure,Natural hazards,hazard:stormsCyclone,Storms Cyclone,0,TMA / PMO-DMD,Cyclone Hidaya 2024 + Lindi 1952 + Zanzibar 1872,documented cyclone/storm exposure overlay
TZ14,Tabora,TZ1404,Urambo,Hazard & Exposure,Natural hazards,hazard:volcano,Volcano,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1404,Urambo,Hazard & Exposure,Natural hazards,hazard:wildfire,Wildfire,7.15,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1404,Urambo,Hazard & Exposure,Human hazards,hazard:conflictIntensity,Conflict Intensity,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1404,Urambo,Hazard & Exposure,Human hazards,hazard:conflictRisk,Conflict Risk,0.7,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1404,Urambo,Hazard & Exposure,Human hazards,hazard:internalViolence,Internal Violence,4.9,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1404,Urambo,Vulnerability,Socio-economic,vulnerability:developmentPoverty,Development Poverty,8.275,NBS,Household Budget Survey 2017/18,poverty headcount
TZ14,Tabora,TZ1404,Urambo,Vulnerability,Socio-economic,vulnerability:economicDependency,Economic Dependency,4.466666667,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1404,Urambo,Vulnerability,Socio-economic,vulnerability:habitat,Habitat,4.65,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1404,Urambo,Vulnerability,Socio-economic,vulnerability:livelihoods,Livelihoods,3.8,MUCHALI / IPC (MoA),IPC acute food-insecurity rounds,food-insecurity phase
TZ14,Tabora,TZ1404,Urambo,Vulnerability,Vulnerable groups,vulnerability:displacedPeople,Displaced People,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1404,Urambo,Vulnerability,Vulnerable groups,vulnerability:healthConditions,Health Conditions,4.766666667,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1404,Urambo,Vulnerability,Vulnerable groups,vulnerability:childrenHealthNutrition,Children Health Nutrition,4.025,MoH,TDHS 2022,under-5 stunting
TZ14,Tabora,TZ1404,Urambo,Lack of Coping Capacity,Infrastructure,coping:accessHealth,Access Health,9.68,MoH,2022 PHC health facilities,resource availability
TZ14,Tabora,TZ1404,Urambo,Lack of Coping Capacity,Infrastructure,coping:economicCapacity,Economic Capacity,9.133333333,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1404,Urambo,Lack of Coping Capacity,Infrastructure,coping:wash,Wash,6.6,MoW,2022 PHC water points & boreholes,"resource availability, rank 2-8"
TZ14,Tabora,TZ1404,Urambo,Lack of Coping Capacity,Infrastructure,coping:communication,Communication,7.35,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1404,Urambo,Lack of Coping Capacity,Infrastructure,coping:education,Education,6.95,NBS / MoH,2022 PHC schools,resource availability
TZ14,Tabora,TZ1404,Urambo,Lack of Coping Capacity,Institutional,coping:drrImplementation,Drr Implementation,6.5,PMO-DMD / DRR Coordinator,EPRP / EOCC / Anticipatory-Action records,DRM investment overlay
TZ14,Tabora,TZ1404,Urambo,Lack of Coping Capacity,Institutional,coping:governance,Governance,3.1,PMO-DMD,INFORM SADC governance,baseline
TZ14,Tabora,TZ1405,Sikonge,Hazard & Exposure,Exposure,hazard:exposure,Population Exposure,1.42,NBS,2022 PHC population,"population density, log min-max"
TZ14,Tabora,TZ1405,Sikonge,Hazard & Exposure,Natural hazards,hazard:coastalHazards,Coastal Hazards,0,TMA / PMO-DMD,coastal strip,documented overlay
TZ14,Tabora,TZ1405,Sikonge,Hazard & Exposure,Natural hazards,hazard:drought,Drought,4.3,TMA / MoA,CHIRPS v3 1991-2024 + ERA5 t2m,"aridity+variability+SPEI+growing-season, min-max"
TZ14,Tabora,TZ1405,Sikonge,Hazard & Exposure,Natural hazards,hazard:earthquake,Earthquake,0.1,INFORM SADC,INFORM seismic,baseline
TZ14,Tabora,TZ1405,Sikonge,Hazard & Exposure,Natural hazards,hazard:environmentalDegradation,Environmental Degradation,3.25,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1405,Sikonge,Hazard & Exposure,Natural hazards,hazard:flood,Flood,4.3,PMO-DMD / TMA / MoW,CHIRPS v3 daily + recorded floods,"max(hazard, sqrt(hazard×exposure))"
TZ14,Tabora,TZ1405,Sikonge,Hazard & Exposure,Natural hazards,hazard:landslide,Landslide,0,TMA / PMO-DMD,documented rainfall-triggered events,documented overlay
TZ14,Tabora,TZ1405,Sikonge,Hazard & Exposure,Natural hazards,hazard:stormsCyclone,Storms Cyclone,0,TMA / PMO-DMD,Cyclone Hidaya 2024 + Lindi 1952 + Zanzibar 1872,documented cyclone/storm exposure overlay
TZ14,Tabora,TZ1405,Sikonge,Hazard & Exposure,Natural hazards,hazard:volcano,Volcano,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1405,Sikonge,Hazard & Exposure,Natural hazards,hazard:wildfire,Wildfire,7.15,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1405,Sikonge,Hazard & Exposure,Human hazards,hazard:conflictIntensity,Conflict Intensity,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1405,Sikonge,Hazard & Exposure,Human hazards,hazard:conflictRisk,Conflict Risk,0.7,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1405,Sikonge,Hazard & Exposure,Human hazards,hazard:internalViolence,Internal Violence,4.9,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1405,Sikonge,Vulnerability,Socio-economic,vulnerability:developmentPoverty,Development Poverty,8.275,NBS,Household Budget Survey 2017/18,poverty headcount
TZ14,Tabora,TZ1405,Sikonge,Vulnerability,Socio-economic,vulnerability:economicDependency,Economic Dependency,4.466666667,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1405,Sikonge,Vulnerability,Socio-economic,vulnerability:habitat,Habitat,4.65,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1405,Sikonge,Vulnerability,Socio-economic,vulnerability:livelihoods,Livelihoods,3.8,MUCHALI / IPC (MoA),IPC acute food-insecurity rounds,food-insecurity phase
TZ14,Tabora,TZ1405,Sikonge,Vulnerability,Vulnerable groups,vulnerability:displacedPeople,Displaced People,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1405,Sikonge,Vulnerability,Vulnerable groups,vulnerability:healthConditions,Health Conditions,4.766666667,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1405,Sikonge,Vulnerability,Vulnerable groups,vulnerability:childrenHealthNutrition,Children Health Nutrition,4.025,MoH,TDHS 2022,under-5 stunting
TZ14,Tabora,TZ1405,Sikonge,Lack of Coping Capacity,Infrastructure,coping:accessHealth,Access Health,9.68,MoH,2022 PHC health facilities,resource availability
TZ14,Tabora,TZ1405,Sikonge,Lack of Coping Capacity,Infrastructure,coping:economicCapacity,Economic Capacity,9.133333333,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1405,Sikonge,Lack of Coping Capacity,Infrastructure,coping:wash,Wash,5.9,MoW,2022 PHC water points & boreholes,"resource availability, rank 2-8"
TZ14,Tabora,TZ1405,Sikonge,Lack of Coping Capacity,Infrastructure,coping:communication,Communication,7.35,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ14,Tabora,TZ1405,Sikonge,Lack of Coping Capacity,Infrastructure,coping:education,Education,6.95,NBS / MoH,2022 PHC schools,resource availability
TZ14,Tabora,TZ1405,Sikonge,Lack of Coping Capacity,Institutional,coping:drrImplementation,Drr Implementation,6.5,PMO-DMD / DRR Coordinator,EPRP / EOCC / Anticipatory-Action records,DRM investment overlay
TZ14,Tabora,TZ1405,Sikonge,Lack of Coping Capacity,Institutional,coping:governance,Governance,3.1,PMO-DMD,INFORM SADC governance,baseline
TZ14,Tabora,TZ1406,Tabora Urban,Hazard & Exposure,Natural hazards,hazard:coastalHazards,Coastal Hazards,0,TMA / PMO-DMD,coastal strip,documented overlay
TZ14,Tabora,TZ1406,Tabora Urban,Hazard & Exposure,Natural hazards,hazard:drought,Drought,0.7,TMA / MoA,CHIRPS v3 1991-2024 + ERA5 t2m,"aridity+variability+SPEI+growing-season, min-max"
TZ14,Tabora,TZ1406,Tabora Urban,Hazard & Exposure,Natural hazards,hazard:earthquake,Earthquake,0,INFORM SADC,INFORM seismic,baseline
