adm1_code,adm1_name,adm2_code,adm2_name,dimension,category,indicator_key,indicator,value,authority,dataset,method
TZ09,Mtwara,TZ0901,Mtwara,Vulnerability,Vulnerable groups,vulnerability:healthConditions,Health Conditions,5.1,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0901,Mtwara,Vulnerability,Vulnerable groups,vulnerability:childrenHealthNutrition,Children Health Nutrition,6.45,MoH,TDHS 2022,under-5 stunting
TZ09,Mtwara,TZ0901,Mtwara,Lack of Coping Capacity,Infrastructure,coping:accessHealth,Access Health,5.5,MoH,2022 PHC health facilities,resource availability
TZ09,Mtwara,TZ0901,Mtwara,Lack of Coping Capacity,Infrastructure,coping:economicCapacity,Economic Capacity,9.3,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0901,Mtwara,Lack of Coping Capacity,Infrastructure,coping:wash,Wash,3.2,MoW,2022 PHC water points & boreholes,"resource availability, rank 2-8"
TZ09,Mtwara,TZ0901,Mtwara,Lack of Coping Capacity,Infrastructure,coping:communication,Communication,8.2,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0901,Mtwara,Lack of Coping Capacity,Infrastructure,coping:education,Education,6.2,NBS / MoH,2022 PHC schools,resource availability
TZ09,Mtwara,TZ0901,Mtwara,Lack of Coping Capacity,Institutional,coping:drrImplementation,Drr Implementation,6.5,PMO-DMD / DRR Coordinator,EPRP / EOCC / Anticipatory-Action records,DRM investment overlay
TZ09,Mtwara,TZ0901,Mtwara,Lack of Coping Capacity,Institutional,coping:governance,Governance,3.9,PMO-DMD,INFORM SADC governance,baseline
TZ09,Mtwara,TZ0902,Newala,Hazard & Exposure,Exposure,hazard:exposure,Population Exposure,4.22,NBS,2022 PHC population,"population density, log min-max"
TZ09,Mtwara,TZ0902,Newala,Hazard & Exposure,Natural hazards,hazard:coastalHazards,Coastal Hazards,0,TMA / PMO-DMD,coastal strip,documented overlay
TZ09,Mtwara,TZ0902,Newala,Hazard & Exposure,Natural hazards,hazard:drought,Drought,2.2,TMA / MoA,CHIRPS v3 1991-2024 + ERA5 t2m,"aridity+variability+SPEI+growing-season, min-max"
TZ09,Mtwara,TZ0902,Newala,Hazard & Exposure,Natural hazards,hazard:earthquake,Earthquake,0,INFORM SADC,INFORM seismic,baseline
TZ09,Mtwara,TZ0902,Newala,Hazard & Exposure,Natural hazards,hazard:environmentalDegradation,Environmental Degradation,5.1,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0902,Newala,Hazard & Exposure,Natural hazards,hazard:flood,Flood,4,PMO-DMD / TMA / MoW,CHIRPS v3 daily + recorded floods,"max(hazard, sqrt(hazard×exposure))"
TZ09,Mtwara,TZ0902,Newala,Hazard & Exposure,Natural hazards,hazard:landslide,Landslide,0,TMA / PMO-DMD,documented rainfall-triggered events,documented overlay
TZ09,Mtwara,TZ0902,Newala,Hazard & Exposure,Natural hazards,hazard:stormsCyclone,Storms Cyclone,4,TMA / PMO-DMD,Cyclone Hidaya 2024 + Lindi 1952 + Zanzibar 1872,documented cyclone/storm exposure overlay
TZ09,Mtwara,TZ0902,Newala,Hazard & Exposure,Natural hazards,hazard:volcano,Volcano,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0902,Newala,Hazard & Exposure,Natural hazards,hazard:wildfire,Wildfire,5.5,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0902,Newala,Hazard & Exposure,Human hazards,hazard:conflictIntensity,Conflict Intensity,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0902,Newala,Hazard & Exposure,Human hazards,hazard:conflictRisk,Conflict Risk,0.7,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0902,Newala,Hazard & Exposure,Human hazards,hazard:internalViolence,Internal Violence,9.1,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0902,Newala,Vulnerability,Socio-economic,vulnerability:developmentPoverty,Development Poverty,7.5,NBS,Household Budget Survey 2017/18,poverty headcount
TZ09,Mtwara,TZ0902,Newala,Vulnerability,Socio-economic,vulnerability:economicDependency,Economic Dependency,2.766666667,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0902,Newala,Vulnerability,Socio-economic,vulnerability:habitat,Habitat,5.15,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0902,Newala,Vulnerability,Socio-economic,vulnerability:livelihoods,Livelihoods,0,MUCHALI / IPC (MoA),IPC acute food-insecurity rounds,food-insecurity phase
TZ09,Mtwara,TZ0902,Newala,Vulnerability,Vulnerable groups,vulnerability:displacedPeople,Displaced People,7.3,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0902,Newala,Vulnerability,Vulnerable groups,vulnerability:healthConditions,Health Conditions,5.1,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0902,Newala,Vulnerability,Vulnerable groups,vulnerability:childrenHealthNutrition,Children Health Nutrition,6.45,MoH,TDHS 2022,under-5 stunting
TZ09,Mtwara,TZ0902,Newala,Lack of Coping Capacity,Infrastructure,coping:accessHealth,Access Health,5.5,MoH,2022 PHC health facilities,resource availability
TZ09,Mtwara,TZ0902,Newala,Lack of Coping Capacity,Infrastructure,coping:economicCapacity,Economic Capacity,9.3,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0902,Newala,Lack of Coping Capacity,Infrastructure,coping:wash,Wash,4.7,MoW,2022 PHC water points & boreholes,"resource availability, rank 2-8"
TZ09,Mtwara,TZ0902,Newala,Lack of Coping Capacity,Infrastructure,coping:communication,Communication,8.2,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0902,Newala,Lack of Coping Capacity,Infrastructure,coping:education,Education,6.2,NBS / MoH,2022 PHC schools,resource availability
TZ09,Mtwara,TZ0902,Newala,Lack of Coping Capacity,Institutional,coping:drrImplementation,Drr Implementation,6.5,PMO-DMD / DRR Coordinator,EPRP / EOCC / Anticipatory-Action records,DRM investment overlay
TZ09,Mtwara,TZ0902,Newala,Lack of Coping Capacity,Institutional,coping:governance,Governance,3.9,PMO-DMD,INFORM SADC governance,baseline
TZ09,Mtwara,TZ0903,Masasi,Hazard & Exposure,Exposure,hazard:exposure,Population Exposure,3.88,NBS,2022 PHC population,"population density, log min-max"
TZ09,Mtwara,TZ0903,Masasi,Hazard & Exposure,Natural hazards,hazard:coastalHazards,Coastal Hazards,0,TMA / PMO-DMD,coastal strip,documented overlay
TZ09,Mtwara,TZ0903,Masasi,Hazard & Exposure,Natural hazards,hazard:drought,Drought,3.3,TMA / MoA,CHIRPS v3 1991-2024 + ERA5 t2m,"aridity+variability+SPEI+growing-season, min-max"
TZ09,Mtwara,TZ0903,Masasi,Hazard & Exposure,Natural hazards,hazard:earthquake,Earthquake,0,INFORM SADC,INFORM seismic,baseline
TZ09,Mtwara,TZ0903,Masasi,Hazard & Exposure,Natural hazards,hazard:environmentalDegradation,Environmental Degradation,4.25,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0903,Masasi,Hazard & Exposure,Natural hazards,hazard:flood,Flood,3.7,PMO-DMD / TMA / MoW,CHIRPS v3 daily + recorded floods,"max(hazard, sqrt(hazard×exposure))"
TZ09,Mtwara,TZ0903,Masasi,Hazard & Exposure,Natural hazards,hazard:landslide,Landslide,0,TMA / PMO-DMD,documented rainfall-triggered events,documented overlay
TZ09,Mtwara,TZ0903,Masasi,Hazard & Exposure,Natural hazards,hazard:stormsCyclone,Storms Cyclone,4,TMA / PMO-DMD,Cyclone Hidaya 2024 + Lindi 1952 + Zanzibar 1872,documented cyclone/storm exposure overlay
TZ09,Mtwara,TZ0903,Masasi,Hazard & Exposure,Natural hazards,hazard:volcano,Volcano,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0903,Masasi,Hazard & Exposure,Natural hazards,hazard:wildfire,Wildfire,5.5,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0903,Masasi,Hazard & Exposure,Human hazards,hazard:conflictIntensity,Conflict Intensity,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0903,Masasi,Hazard & Exposure,Human hazards,hazard:conflictRisk,Conflict Risk,0.7,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0903,Masasi,Hazard & Exposure,Human hazards,hazard:internalViolence,Internal Violence,9.1,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0903,Masasi,Vulnerability,Socio-economic,vulnerability:developmentPoverty,Development Poverty,7.5,NBS,Household Budget Survey 2017/18,poverty headcount
TZ09,Mtwara,TZ0903,Masasi,Vulnerability,Socio-economic,vulnerability:economicDependency,Economic Dependency,2.766666667,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0903,Masasi,Vulnerability,Socio-economic,vulnerability:habitat,Habitat,5.15,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0903,Masasi,Vulnerability,Socio-economic,vulnerability:livelihoods,Livelihoods,0,MUCHALI / IPC (MoA),IPC acute food-insecurity rounds,food-insecurity phase
TZ09,Mtwara,TZ0903,Masasi,Vulnerability,Vulnerable groups,vulnerability:displacedPeople,Displaced People,7.3,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0903,Masasi,Vulnerability,Vulnerable groups,vulnerability:healthConditions,Health Conditions,5.1,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0903,Masasi,Vulnerability,Vulnerable groups,vulnerability:childrenHealthNutrition,Children Health Nutrition,6.45,MoH,TDHS 2022,under-5 stunting
TZ09,Mtwara,TZ0903,Masasi,Lack of Coping Capacity,Infrastructure,coping:accessHealth,Access Health,5.5,MoH,2022 PHC health facilities,resource availability
TZ09,Mtwara,TZ0903,Masasi,Lack of Coping Capacity,Infrastructure,coping:economicCapacity,Economic Capacity,9.3,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0903,Masasi,Lack of Coping Capacity,Infrastructure,coping:wash,Wash,2.2,MoW,2022 PHC water points & boreholes,"resource availability, rank 2-8"
TZ09,Mtwara,TZ0903,Masasi,Lack of Coping Capacity,Infrastructure,coping:communication,Communication,8.2,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0903,Masasi,Lack of Coping Capacity,Infrastructure,coping:education,Education,6.2,NBS / MoH,2022 PHC schools,resource availability
TZ09,Mtwara,TZ0903,Masasi,Lack of Coping Capacity,Institutional,coping:drrImplementation,Drr Implementation,6.5,PMO-DMD / DRR Coordinator,EPRP / EOCC / Anticipatory-Action records,DRM investment overlay
TZ09,Mtwara,TZ0903,Masasi,Lack of Coping Capacity,Institutional,coping:governance,Governance,3.9,PMO-DMD,INFORM SADC governance,baseline
TZ09,Mtwara,TZ0904,Tandahimba,Hazard & Exposure,Exposure,hazard:exposure,Population Exposure,4.39,NBS,2022 PHC population,"population density, log min-max"
TZ09,Mtwara,TZ0904,Tandahimba,Hazard & Exposure,Natural hazards,hazard:coastalHazards,Coastal Hazards,0,TMA / PMO-DMD,coastal strip,documented overlay
TZ09,Mtwara,TZ0904,Tandahimba,Hazard & Exposure,Natural hazards,hazard:drought,Drought,2.4,TMA / MoA,CHIRPS v3 1991-2024 + ERA5 t2m,"aridity+variability+SPEI+growing-season, min-max"
TZ09,Mtwara,TZ0904,Tandahimba,Hazard & Exposure,Natural hazards,hazard:earthquake,Earthquake,0,INFORM SADC,INFORM seismic,baseline
TZ09,Mtwara,TZ0904,Tandahimba,Hazard & Exposure,Natural hazards,hazard:environmentalDegradation,Environmental Degradation,5.15,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0904,Tandahimba,Hazard & Exposure,Natural hazards,hazard:flood,Flood,4.9,PMO-DMD / TMA / MoW,CHIRPS v3 daily + recorded floods,"max(hazard, sqrt(hazard×exposure))"
TZ09,Mtwara,TZ0904,Tandahimba,Hazard & Exposure,Natural hazards,hazard:landslide,Landslide,0,TMA / PMO-DMD,documented rainfall-triggered events,documented overlay
TZ09,Mtwara,TZ0904,Tandahimba,Hazard & Exposure,Natural hazards,hazard:stormsCyclone,Storms Cyclone,5,TMA / PMO-DMD,Cyclone Hidaya 2024 + Lindi 1952 + Zanzibar 1872,documented cyclone/storm exposure overlay
TZ09,Mtwara,TZ0904,Tandahimba,Hazard & Exposure,Natural hazards,hazard:volcano,Volcano,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0904,Tandahimba,Hazard & Exposure,Natural hazards,hazard:wildfire,Wildfire,5.5,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0904,Tandahimba,Hazard & Exposure,Human hazards,hazard:conflictIntensity,Conflict Intensity,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0904,Tandahimba,Hazard & Exposure,Human hazards,hazard:conflictRisk,Conflict Risk,0.7,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0904,Tandahimba,Hazard & Exposure,Human hazards,hazard:internalViolence,Internal Violence,9.1,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0904,Tandahimba,Vulnerability,Socio-economic,vulnerability:developmentPoverty,Development Poverty,7.5,NBS,Household Budget Survey 2017/18,poverty headcount
TZ09,Mtwara,TZ0904,Tandahimba,Vulnerability,Socio-economic,vulnerability:economicDependency,Economic Dependency,2.766666667,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0904,Tandahimba,Vulnerability,Socio-economic,vulnerability:habitat,Habitat,5.15,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0904,Tandahimba,Vulnerability,Socio-economic,vulnerability:livelihoods,Livelihoods,0,MUCHALI / IPC (MoA),IPC acute food-insecurity rounds,food-insecurity phase
TZ09,Mtwara,TZ0904,Tandahimba,Vulnerability,Vulnerable groups,vulnerability:displacedPeople,Displaced People,7.3,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0904,Tandahimba,Vulnerability,Vulnerable groups,vulnerability:healthConditions,Health Conditions,5.1,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0904,Tandahimba,Vulnerability,Vulnerable groups,vulnerability:childrenHealthNutrition,Children Health Nutrition,6.45,MoH,TDHS 2022,under-5 stunting
TZ09,Mtwara,TZ0904,Tandahimba,Lack of Coping Capacity,Infrastructure,coping:accessHealth,Access Health,5.5,MoH,2022 PHC health facilities,resource availability
TZ09,Mtwara,TZ0904,Tandahimba,Lack of Coping Capacity,Infrastructure,coping:economicCapacity,Economic Capacity,9.3,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0904,Tandahimba,Lack of Coping Capacity,Infrastructure,coping:wash,Wash,4.2,MoW,2022 PHC water points & boreholes,"resource availability, rank 2-8"
TZ09,Mtwara,TZ0904,Tandahimba,Lack of Coping Capacity,Infrastructure,coping:communication,Communication,8.2,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0904,Tandahimba,Lack of Coping Capacity,Infrastructure,coping:education,Education,6.2,NBS / MoH,2022 PHC schools,resource availability
TZ09,Mtwara,TZ0904,Tandahimba,Lack of Coping Capacity,Institutional,coping:drrImplementation,Drr Implementation,6.5,PMO-DMD / DRR Coordinator,EPRP / EOCC / Anticipatory-Action records,DRM investment overlay
TZ09,Mtwara,TZ0904,Tandahimba,Lack of Coping Capacity,Institutional,coping:governance,Governance,3.9,PMO-DMD,INFORM SADC governance,baseline
TZ09,Mtwara,TZ0905,Mtwara Urban,Hazard & Exposure,Natural hazards,hazard:coastalHazards,Coastal Hazards,7,TMA / PMO-DMD,coastal strip,documented overlay
TZ09,Mtwara,TZ0905,Mtwara Urban,Hazard & Exposure,Natural hazards,hazard:drought,Drought,0,TMA / MoA,CHIRPS v3 1991-2024 + ERA5 t2m,"aridity+variability+SPEI+growing-season, min-max"
TZ09,Mtwara,TZ0905,Mtwara Urban,Hazard & Exposure,Natural hazards,hazard:earthquake,Earthquake,10,INFORM SADC,INFORM seismic,baseline
TZ09,Mtwara,TZ0905,Mtwara Urban,Hazard & Exposure,Natural hazards,hazard:environmentalDegradation,Environmental Degradation,5.1,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0905,Mtwara Urban,Hazard & Exposure,Natural hazards,hazard:flood,Flood,5.4,PMO-DMD / TMA / MoW,CHIRPS v3 daily + recorded floods,"max(hazard, sqrt(hazard×exposure))"
TZ09,Mtwara,TZ0905,Mtwara Urban,Hazard & Exposure,Natural hazards,hazard:landslide,Landslide,4.2,TMA / PMO-DMD,documented rainfall-triggered events,documented overlay
TZ09,Mtwara,TZ0905,Mtwara Urban,Hazard & Exposure,Natural hazards,hazard:stormsCyclone,Storms Cyclone,0,TMA / PMO-DMD,Cyclone Hidaya 2024 + Lindi 1952 + Zanzibar 1872,documented cyclone/storm exposure overlay
TZ09,Mtwara,TZ0905,Mtwara Urban,Hazard & Exposure,Natural hazards,hazard:volcano,Volcano,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0905,Mtwara Urban,Hazard & Exposure,Natural hazards,hazard:wildfire,Wildfire,5.5,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0905,Mtwara Urban,Hazard & Exposure,Human hazards,hazard:conflictIntensity,Conflict Intensity,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0905,Mtwara Urban,Hazard & Exposure,Human hazards,hazard:conflictRisk,Conflict Risk,0.7,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0905,Mtwara Urban,Hazard & Exposure,Human hazards,hazard:internalViolence,Internal Violence,9.1,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0905,Mtwara Urban,Vulnerability,Socio-economic,vulnerability:developmentPoverty,Development Poverty,7.5,NBS,Household Budget Survey 2017/18,poverty headcount
TZ09,Mtwara,TZ0905,Mtwara Urban,Vulnerability,Socio-economic,vulnerability:economicDependency,Economic Dependency,2.766666667,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0905,Mtwara Urban,Vulnerability,Socio-economic,vulnerability:habitat,Habitat,5.15,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0905,Mtwara Urban,Vulnerability,Socio-economic,vulnerability:livelihoods,Livelihoods,0,MUCHALI / IPC (MoA),IPC acute food-insecurity rounds,food-insecurity phase
TZ09,Mtwara,TZ0905,Mtwara Urban,Vulnerability,Vulnerable groups,vulnerability:displacedPeople,Displaced People,7.3,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0905,Mtwara Urban,Vulnerability,Vulnerable groups,vulnerability:healthConditions,Health Conditions,5.1,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0905,Mtwara Urban,Vulnerability,Vulnerable groups,vulnerability:childrenHealthNutrition,Children Health Nutrition,6.45,MoH,TDHS 2022,under-5 stunting
TZ09,Mtwara,TZ0905,Mtwara Urban,Lack of Coping Capacity,Infrastructure,coping:accessHealth,Access Health,5.5,MoH,2022 PHC health facilities,resource availability
TZ09,Mtwara,TZ0905,Mtwara Urban,Lack of Coping Capacity,Infrastructure,coping:economicCapacity,Economic Capacity,9.3,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0905,Mtwara Urban,Lack of Coping Capacity,Infrastructure,coping:wash,Wash,7,MoW,2022 PHC water points & boreholes,"resource availability, rank 2-8"
TZ09,Mtwara,TZ0905,Mtwara Urban,Lack of Coping Capacity,Infrastructure,coping:communication,Communication,8.2,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0905,Mtwara Urban,Lack of Coping Capacity,Infrastructure,coping:education,Education,6.2,NBS / MoH,2022 PHC schools,resource availability
TZ09,Mtwara,TZ0905,Mtwara Urban,Lack of Coping Capacity,Institutional,coping:drrImplementation,Drr Implementation,6.5,PMO-DMD / DRR Coordinator,EPRP / EOCC / Anticipatory-Action records,DRM investment overlay
TZ09,Mtwara,TZ0905,Mtwara Urban,Lack of Coping Capacity,Institutional,coping:governance,Governance,3.9,PMO-DMD,INFORM SADC governance,baseline
TZ09,Mtwara,TZ0906,Nanyumbu,Hazard & Exposure,Exposure,hazard:exposure,Population Exposure,2.79,NBS,2022 PHC population,"population density, log min-max"
TZ09,Mtwara,TZ0906,Nanyumbu,Hazard & Exposure,Natural hazards,hazard:coastalHazards,Coastal Hazards,0,TMA / PMO-DMD,coastal strip,documented overlay
TZ09,Mtwara,TZ0906,Nanyumbu,Hazard & Exposure,Natural hazards,hazard:drought,Drought,3.9,TMA / MoA,CHIRPS v3 1991-2024 + ERA5 t2m,"aridity+variability+SPEI+growing-season, min-max"
TZ09,Mtwara,TZ0906,Nanyumbu,Hazard & Exposure,Natural hazards,hazard:earthquake,Earthquake,0,INFORM SADC,INFORM seismic,baseline
TZ09,Mtwara,TZ0906,Nanyumbu,Hazard & Exposure,Natural hazards,hazard:environmentalDegradation,Environmental Degradation,4,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ09,Mtwara,TZ0906,Nanyumbu,Hazard & Exposure,Natural hazards,hazard:flood,Flood,4.6,PMO-DMD / TMA / MoW,CHIRPS v3 daily + recorded floods,"max(hazard, sqrt(hazard×exposure))"
TZ09,Mtwara,TZ0906,Nanyumbu,Hazard & Exposure,Natural hazards,hazard:landslide,Landslide,0,TMA / PMO-DMD,documented rainfall-triggered events,documented overlay
TZ09,Mtwara,TZ0906,Nanyumbu,Hazard & Exposure,Natural hazards,hazard:stormsCyclone,Storms Cyclone,3,TMA / PMO-DMD,Cyclone Hidaya 2024 + Lindi 1952 + Zanzibar 1872,documented cyclone/storm exposure overlay
TZ09,Mtwara,TZ0906,Nanyumbu,Hazard & Exposure,Natural hazards,hazard:volcano,Volcano,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
